unit_category,tower_number,floor_area_sqft,size_segment,transaction_date,transaction_quarters,transaction_month,transaction_day,sale_price,price_segment,listing_status,client_id,client_type,date_of_birth,age,age_segment,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,buyers_type
Apartment,10,1757.51,Spacious,2024-11-01,4,November,Friday,522599.89,Premium,Sold,C0454,Company,1961-04-01,65.0,Retirees,F,USA,Nevada,Investment,4.0,No,Agency,Luxury Investors
Apartment,10,1119.1,Standard,2024-11-01,4,November,Friday,333823.75,Mid-market,Sold,C1377,Individual,1984-01-04,42.0,Peak Earners,F,USA,Utah,Investment,2.0,No,Website,Corporate Buyers
Apartment,10,1119.1,Standard,2024-11-01,4,November,Friday,366955.61,Mid-market,Sold,C1622,Individual,1961-02-01,65.0,Retirees,F,USA,Oregon,Home,1.0,Yes,Website,Corporate Buyers
Apartment,10,1119.1,Standard,2024-11-01,4,November,Friday,332700.31,Mid-market,Sold,C0424,Individual,1998-12-04,27.0,Young Professionals,F,USA,Florida,Home,1.0,No,Website,Corporate Buyers
Apartment,10,1138.32,Standard,2024-11-01,4,November,Friday,369834.68,Mid-market,Sold,C1320,Individual,1969-05-03,57.0,Peak Earners,M,USA,California,Investment,1.0,No,Website,Global Investors
Apartment,11,938.0,Standard,2024-11-01,4,November,Friday,312873.77,Mid-market,Sold,C0354,Individual,1998-10-23,27.0,Young Professionals,F,USA,California,Home,4.0,No,Website,Global Investors
Apartment,11,1414.25,Spacious,2024-11-01,4,November,Friday,516866.8,Premium,Sold,C1464,Individual,1940-01-25,86.0,Retirees,M,USA,Arizona,Home,1.0,No,Website,Luxury Investors
Apartment,11,1724.08,Spacious,2024-11-01,4,November,Friday,504984.93,Premium,Available,,,,,,,,,,,,,
Apartment,11,1001.41,Standard,2024-11-01,4,November,Friday,311102.25,Mid-market,Available,,,,,,,,,,,,,
Apartment,11,1519.64,Spacious,2024-11-01,4,November,Friday,361461.89,Mid-market,Sold,C1179,Individual,1991-02-09,35.0,Peak Earners,F,USA,California,Home,4.0,No,Agency,Luxury Investors
Office,11,1519.64,Spacious,2024-11-01,4,November,Friday,519571.55,Premium,Sold,C0616,Individual,1963-04-17,63.0,Retirees,F,USA,Virginia,Investment,1.0,Yes,Agency,Luxury Investors
Apartment,11,474.9299999999999,Compact,2024-11-01,4,November,Friday,162211.14,Budget,Sold,C0259,Individual,1990-02-15,36.0,Peak Earners,F,USA,Oregon,Home,4.0,No,Website,Corporate Buyers
Apartment,11,1385.68,Spacious,2024-11-01,4,November,Friday,507714.49,Premium,Sold,C0555,Individual,1971-04-23,55.0,Peak Earners,M,USA,California,Investment,4.0,Yes,Agency,Luxury Investors
Apartment,11,1946.06,Spacious,2024-11-01,4,November,Friday,622819.85,Premium,Available,,,,,,,,,,,,,
Office,11,570.62,Compact,2024-11-01,4,November,Friday,205017.07,Budget,Sold,C0927,Individual,1962-11-04,63.0,Retirees,F,France,Ile-de-France,Home,4.0,No,Client,First Time Buyers
Apartment,11,1098.83,Standard,2024-11-01,4,November,Friday,258369.14,Budget,Available,,,,,,,,,,,,,
Apartment,11,1285.87,Spacious,2024-11-01,4,November,Friday,376063.41,Mid-market,Sold,C0815,Company,1965-11-06,60.0,Peak Earners,F,USA,Nevada,Home,4.0,Yes,Agency,Luxury Investors
Apartment,11,680.07,Compact,2024-11-01,4,November,Friday,189535.24,Budget,Sold,C0573,Company,1977-04-24,49.0,Peak Earners,M,USA,Georgia,Home,4.0,Yes,Agency,Corporate Buyers
Apartment,11,1816.63,Spacious,2024-11-01,4,November,Friday,609045.19,Premium,Sold,C0192,Individual,1984-02-04,42.0,Peak Earners,F,Belgium,Brussels,Investment,2.0,Yes,Website,First Time Buyers
Apartment,11,1125.56,Standard,2024-11-01,4,November,Friday,353854.21,Mid-market,Sold,C1709,Individual,1946-08-09,79.0,Retirees,F,USA,Arizona,Investment,3.0,No,Agency,Corporate Buyers
Apartment,11,808.59,Standard,2024-11-01,4,November,Friday,241210.83,Budget,Sold,C0295,Individual,1967-09-07,58.0,Peak Earners,M,Russia,Tatarstan,Home,3.0,No,Agency,First Time Buyers
Apartment,11,808.59,Standard,2024-11-01,4,November,Friday,249424.37,Budget,Sold,C0301,Individual,1959-03-02,67.0,Retirees,F,USA,Virginia,Home,4.0,No,Agency,Corporate Buyers
Apartment,11,661.7,Compact,2024-11-01,4,November,Friday,179875.05,Budget,Sold,C1650,Individual,1969-04-01,57.0,Peak Earners,M,USA,Washington,Investment,2.0,No,Website,Corporate Buyers
Office,11,661.7,Compact,2024-11-01,4,November,Friday,209179.48,Budget,Available,,,,,,,,,,,,,
Apartment,11,1095.85,Standard,2024-11-01,4,November,Friday,320839.12,Mid-market,Available,,,,,,,,,,,,,
Apartment,11,1095.85,Standard,2024-11-01,4,November,Friday,292610.53,Mid-market,Sold,C0061,Individual,1967-05-12,59.0,Peak Earners,M,USA,Utah,Home,5.0,No,Agency,Corporate Buyers
Apartment,11,948.72,Standard,2024-11-01,4,November,Friday,331896.95,Mid-market,Sold,C0921,Individual,1999-03-10,27.0,Young Professionals,F,Australia,New South Wales,Home,4.0,No,Agency,First Time Buyers
Apartment,11,802.65,Standard,2024-11-01,4,November,Friday,223780.85,Budget,Sold,C0578,Individual,1999-07-22,27.0,Young Professionals,F,USA,Arizona,Home,5.0,Yes,Client,Corporate Buyers
Apartment,11,1159.31,Standard,2024-11-01,4,November,Friday,327566.38,Mid-market,Sold,C0373,Individual,1993-01-27,33.0,Peak Earners,F,USA,Georgia,Home,2.0,No,Agency,Corporate Buyers
Office,11,1295.04,Spacious,2024-11-01,4,November,Friday,403011.66,Mid-market,Sold,C0500,Individual,1977-03-15,49.0,Peak Earners,M,USA,California,Home,4.0,Yes,Website,Global Investors
Apartment,11,1938.82,Spacious,2024-11-01,4,November,Friday,598158.07,Premium,Sold,C0278,Individual,1955-08-03,70.0,Retirees,F,USA,California,Investment,2.0,Yes,Website,Luxury Investors
Apartment,12,1469.27,Spacious,2024-11-01,4,November,Friday,430665.65,Mid-market,Sold,C1452,Individual,1993-08-05,32.0,Peak Earners,F,Belgium,Wallonia,Home,3.0,No,Client,First Time Buyers
Office,12,1394.03,Spacious,2024-11-01,4,November,Friday,458362.92,Premium,Sold,C0523,Individual,1960-08-22,65.0,Retirees,F,USA,Colorado,Home,2.0,No,Agency,Luxury Investors
Apartment,12,1456.98,Spacious,2024-11-01,4,November,Friday,482509.93,Premium,Sold,C1778,Individual,1994-01-09,32.0,Peak Earners,M,USA,Georgia,Investment,4.0,Yes,Website,Luxury Investors
Office,12,1428.55,Spacious,2024-11-01,4,November,Friday,512659.6,Premium,Sold,C0143,Individual,1958-02-24,68.0,Retirees,M,USA,California,Home,1.0,No,Website,Luxury Investors
Apartment,12,1428.55,Spacious,2024-11-01,4,November,Friday,385976.11,Mid-market,Available,,,,,,,,,,,,,
Apartment,12,1702.66,Spacious,2024-11-01,4,November,Friday,576725.19,Premium,Sold,C0915,Individual,1948-01-23,78.0,Retirees,M,USA,Florida,Home,2.0,No,Agency,Luxury Investors
Apartment,12,1702.66,Spacious,2024-11-01,4,November,Friday,512721.62,Premium,Sold,C1366,Individual,1995-07-27,31.0,Peak Earners,M,USA,California,Home,1.0,No,Website,Luxury Investors
Apartment,12,1381.22,Spacious,2024-11-01,4,November,Friday,496924.72,Premium,Sold,C0064,Individual,1974-02-10,52.0,Peak Earners,M,UK,Northern Ireland,Investment,4.0,No,Agency,First Time Buyers
Apartment,12,1408.9,Spacious,2024-11-01,4,November,Friday,451859.26,Premium,Sold,C1982,Individual,1947-09-05,78.0,Retirees,M,USA,California,Home,4.0,Yes,Website,Luxury Investors
Apartment,12,892.6700000000001,Standard,2024-11-01,4,November,Friday,262270.44,Budget,Sold,C1578,Individual,1996-03-12,30.0,Young Professionals,M,USA,California,Investment,2.0,No,Website,Global Investors
Apartment,12,892.6700000000001,Standard,2024-11-01,4,November,Friday,260362.03,Budget,Available,,,,,,,,,,,,,
Apartment,12,557.9,Compact,2024-11-01,4,November,Friday,178488.52,Budget,Sold,C0396,Individual,2000-04-17,26.0,Young Professionals,M,USA,Nevada,Home,5.0,No,Agency,Corporate Buyers
Apartment,12,871.52,Standard,2024-11-01,4,November,Friday,244246.04,Budget,Available,,,,,,,,,,,,,
Apartment,12,1906.38,Spacious,2024-11-01,4,November,Friday,496630.54,Premium,Sold,C1927,Individual,1952-11-05,73.0,Retirees,F,USA,California,Investment,1.0,Yes,Website,Luxury Investors
Apartment,12,1690.62,Spacious,2024-11-01,4,November,Friday,532684.51,Premium,Available,,,,,,,,,,,,,
Apartment,12,1690.62,Spacious,2024-11-01,4,November,Friday,572833.62,Premium,Available,,,,,,,,,,,,,
Apartment,12,1157.23,Standard,2024-11-01,4,November,Friday,409994.99,Mid-market,Sold,C1988,Individual,1994-09-19,31.0,Peak Earners,M,USA,California,Home,5.0,Yes,Website,Global Investors
Apartment,12,1157.23,Standard,2024-11-01,4,November,Friday,343936.88,Mid-market,Sold,C1913,Individual,1980-11-12,45.0,Peak Earners,M,France,Provence,Home,5.0,No,Website,First Time Buyers
Apartment,12,1157.23,Standard,2024-11-01,4,November,Friday,386654.16,Mid-market,Sold,C1759,Individual,1974-10-10,51.0,Peak Earners,M,USA,California,Investment,1.0,No,Website,Global Investors
Apartment,12,1653.93,Spacious,2024-11-01,4,November,Friday,399974.1,Mid-market,Sold,C0444,Individual,1941-03-15,85.0,Retirees,F,USA,California,Home,2.0,No,Website,Luxury Investors
Office,12,1919.31,Spacious,2024-11-01,4,November,Friday,591264.92,Premium,Available,,,,,,,,,,,,,
Apartment,13,1448.68,Spacious,2024-11-01,4,November,Friday,441779.65,Premium,Available,,,,,,,,,,,,,
Office,13,1314.38,Spacious,2024-11-01,4,November,Friday,465277.3,Premium,Available,,,,,,,,,,,,,
Office,13,777.75,Compact,2024-11-01,4,November,Friday,227143.34,Budget,Available,,,,,,,,,,,,,
Apartment,13,1772.88,Spacious,2024-11-01,4,November,Friday,478656.41,Premium,Sold,C0034,Individual,1969-10-30,56.0,Peak Earners,F,Belgium,Brussels,Home,2.0,No,Agency,First Time Buyers
Office,13,1820.34,Spacious,2024-11-01,4,November,Friday,724345.49,Premium,Sold,C1161,Individual,1994-02-12,32.0,Peak Earners,M,Canada,Alberta,Investment,3.0,Yes,Website,Luxury Investors
Apartment,13,758.69,Compact,2024-11-01,4,November,Friday,231244.89,Budget,Sold,C0701,Individual,1962-09-17,63.0,Retirees,F,UK,England,Investment,1.0,No,Website,First Time Buyers
Apartment,13,758.69,Compact,2024-11-01,4,November,Friday,248982.96,Budget,Sold,C1700,Individual,1943-11-04,82.0,Retirees,M,USA,Nevada,Home,3.0,No,Website,Corporate Buyers
Office,13,516.72,Compact,2024-11-01,4,November,Friday,185140.26,Budget,Sold,C0746,Individual,1956-10-13,69.0,Retirees,M,UK,Scotland,Home,4.0,No,Website,First Time Buyers
Office,13,516.72,Compact,2024-11-01,4,November,Friday,132138.97,Budget,Sold,C0684,Individual,1985-10-05,40.0,Peak Earners,M,USA,California,Home,1.0,No,Agency,Global Investors
Office,13,516.72,Compact,2024-11-01,4,November,Friday,197033.27,Budget,Sold,C0041,Individual,1967-04-13,59.0,Peak Earners,M,USA,Arizona,Home,1.0,Yes,Website,Corporate Buyers
Apartment,13,1044.69,Standard,2024-11-01,4,November,Friday,298657.8,Mid-market,Sold,C0585,Individual,1961-02-07,65.0,Retirees,M,USA,Colorado,Home,3.0,No,Agency,Corporate Buyers
Apartment,13,1445.84,Spacious,2024-11-01,4,November,Friday,460172.3,Premium,Sold,C1725,Individual,1959-01-12,67.0,Retirees,F,USA,Nevada,Home,3.0,Yes,Website,Luxury Investors
Office,13,1044.42,Standard,2024-11-01,4,November,Friday,353067.6,Mid-market,Available,,,,,,,,,,,,,
Apartment,13,1875.83,Spacious,2024-11-01,4,November,Friday,650500.68,Premium,Available,,,,,,,,,,,,,
Apartment,13,1098.38,Standard,2024-11-01,4,November,Friday,339242.23,Mid-market,Sold,C1013,Individual,1994-06-19,32.0,Peak Earners,F,USA,Oregon,Home,1.0,Yes,Website,Corporate Buyers
Office,13,1029.15,Standard,2024-11-01,4,November,Friday,343339.0,Mid-market,Available,,,,,,,,,,,,,
Office,13,710.41,Compact,2024-11-01,4,November,Friday,241240.19,Budget,Sold,C0865,Individual,1975-05-20,51.0,Peak Earners,F,USA,Colorado,Investment,5.0,Yes,Website,Corporate Buyers
Apartment,13,1434.04,Spacious,2024-11-01,4,November,Friday,402812.7,Mid-market,Sold,C1908,Individual,1976-03-28,50.0,Peak Earners,F,USA,California,Home,2.0,No,Website,Luxury Investors
Apartment,13,1401.81,Spacious,2024-11-01,4,November,Friday,427505.73,Mid-market,Available,,,,,,,,,,,,,
Apartment,13,1333.63,Spacious,2024-11-01,4,November,Friday,372328.2,Mid-market,Sold,C1973,Company,1993-09-13,32.0,Peak Earners,M,USA,Washington,Home,4.0,Yes,Agency,Luxury Investors
Apartment,13,1623.8,Spacious,2024-11-01,4,November,Friday,470140.59,Premium,Sold,C0399,Individual,1984-06-09,42.0,Peak Earners,M,USA,California,Home,4.0,No,Agency,Luxury Investors
Apartment,13,524.97,Compact,2024-11-01,4,November,Friday,150051.67,Budget,Sold,C1016,Individual,1976-04-05,50.0,Peak Earners,F,USA,California,Home,4.0,Yes,Agency,Global Investors
Apartment,14,424.34,Compact,2024-11-01,4,November,Friday,132481.59,Budget,Sold,C1723,Individual,1998-02-02,28.0,Young Professionals,F,Canada,Quebec,Home,2.0,Yes,Agency,First Time Buyers
Apartment,14,618.89,Compact,2024-11-01,4,November,Friday,157537.5,Budget,Sold,C1996,Individual,1992-06-20,34.0,Peak Earners,F,USA,Nevada,Home,1.0,Yes,Website,Corporate Buyers
Apartment,14,618.89,Compact,2024-11-01,4,November,Friday,160534.76,Budget,Sold,C1864,Individual,1972-04-25,54.0,Peak Earners,F,USA,New York,Home,5.0,Yes,Website,Corporate Buyers
Apartment,14,803.5,Standard,2024-11-01,4,November,Friday,228990.94,Budget,Sold,C0080,Individual,1949-01-16,77.0,Retirees,F,USA,California,Investment,3.0,No,Website,Global Investors
Apartment,14,459.44,Compact,2024-11-01,4,November,Friday,127809.54,Budget,Sold,C1500,Individual,1995-01-04,31.0,Peak Earners,F,Australia,Victoria,Home,2.0,No,Agency,First Time Buyers
Apartment,14,459.44,Compact,2024-11-01,4,November,Friday,134739.12,Budget,Sold,C1940,Individual,1997-02-01,29.0,Young Professionals,F,Canada,Manitoba,Home,4.0,No,Agency,First Time Buyers
Apartment,14,459.44,Compact,2024-11-01,4,November,Friday,146274.65,Budget,Sold,C0315,Individual,1987-03-18,39.0,Peak Earners,M,Mexico,Baja California,Investment,5.0,No,Website,First Time Buyers
Office,14,442.74,Compact,2024-11-01,4,November,Friday,149389.92,Budget,Sold,C1531,Individual,1964-03-15,62.0,Retirees,M,France,Brittany,Investment,2.0,No,Website,First Time Buyers
Apartment,14,442.74,Compact,2024-11-01,4,November,Friday,128009.61,Budget,Sold,C0566,Individual,2000-12-09,25.0,Young Professionals,F,USA,Oregon,Investment,4.0,Yes,Agency,Corporate Buyers
Apartment,14,784.04,Compact,2024-11-01,4,November,Friday,198795.95,Budget,Sold,C1692,Individual,1991-03-08,35.0,Peak Earners,M,Canada,Ontario,Home,5.0,Yes,Agency,First Time Buyers
Apartment,14,1554.83,Spacious,2024-11-01,4,November,Friday,452869.84,Premium,Available,,,,,,,,,,,,,
Apartment,14,1224.91,Spacious,2024-11-01,4,November,Friday,361431.92,Mid-market,Available,,,,,,,,,,,,,
Apartment,14,1560.87,Spacious,2024-11-01,4,November,Friday,403540.53,Mid-market,Sold,C0638,Individual,1975-02-04,51.0,Peak Earners,M,USA,Ohio,Home,5.0,Yes,Website,Luxury Investors
Apartment,14,586.8499999999999,Compact,2024-11-01,4,November,Friday,165634.39,Budget,Available,,,,,,,,,,,,,
Apartment,14,586.8499999999999,Compact,2024-11-01,4,November,Friday,180342.16,Budget,Sold,C0612,Individual,1960-01-26,66.0,Retirees,M,USA,Florida,Home,4.0,No,Agency,Corporate Buyers
Office,14,486.35,Compact,2024-11-01,4,November,Friday,180048.26,Budget,Sold,C1758,Individual,1985-01-14,41.0,Peak Earners,M,USA,Oregon,Investment,4.0,Yes,Agency,Corporate Buyers
Apartment,14,1618.34,Spacious,2024-11-01,4,November,Friday,441652.41,Premium,Sold,C1077,Individual,1982-03-07,44.0,Peak Earners,M,USA,Texas,Investment,2.0,No,Agency,Luxury Investors
Apartment,14,1618.34,Spacious,2024-11-01,4,November,Friday,485471.2,Premium,Sold,C0304,Individual,1959-12-22,66.0,Retirees,M,USA,California,Investment,1.0,No,Agency,Luxury Investors
Apartment,14,1152.84,Standard,2024-11-01,4,November,Friday,349684.96,Mid-market,Sold,C0005,Company,1976-02-28,50.0,Peak Earners,M,USA,California,Investment,5.0,No,Website,Global Investors
Apartment,14,1034.47,Standard,2024-11-01,4,November,Friday,322414.06,Mid-market,Sold,C0361,Individual,1958-09-08,67.0,Retirees,M,UK,England,Home,1.0,Yes,Website,First Time Buyers
Office,14,1469.73,Spacious,2024-11-01,4,November,Friday,527180.96,Premium,Sold,C0981,Individual,1961-11-14,64.0,Retirees,F,USA,California,Investment,1.0,No,Website,Luxury Investors
Apartment,14,520.49,Compact,2024-11-01,4,November,Friday,152118.46,Budget,Sold,C0011,Individual,1956-06-17,70.0,Retirees,F,USA,California,Home,2.0,Yes,Website,Global Investors
Apartment,14,1388.61,Spacious,2024-11-01,4,November,Friday,383650.52,Mid-market,Sold,C0692,Individual,1964-03-14,62.0,Retirees,M,USA,Georgia,Investment,3.0,No,Agency,Luxury Investors
Apartment,14,1941.78,Spacious,2024-11-01,4,November,Friday,705388.85,Premium,Sold,C1389,Individual,1952-07-03,74.0,Retirees,M,UK,Scotland,Home,2.0,No,Website,Luxury Investors
Apartment,14,1346.3,Spacious,2024-11-01,4,November,Friday,424933.22,Mid-market,Available,,,,,,,,,,,,,
Apartment,14,1346.3,Spacious,2024-11-01,4,November,Friday,444521.07,Premium,Sold,C1099,Individual,1972-06-26,54.0,Peak Earners,F,USA,Colorado,Home,3.0,No,Agency,Luxury Investors
Office,14,571.74,Compact,2024-11-01,4,November,Friday,188431.43,Budget,Sold,C1873,Individual,1959-03-10,67.0,Retirees,F,Canada,British Columbia,Home,5.0,No,Agency,First Time Buyers
Apartment,14,1493.72,Spacious,2024-11-01,4,November,Friday,387618.51,Mid-market,Sold,C1512,Individual,1955-06-18,71.0,Retirees,F,USA,Nevada,Home,4.0,Yes,Client,Luxury Investors
Apartment,14,1724.77,Spacious,2024-11-01,4,November,Friday,552928.83,Premium,Sold,C0693,Individual,1957-04-28,69.0,Retirees,M,USA,California,Investment,5.0,Yes,Agency,Luxury Investors
Apartment,14,1415.9,Spacious,2024-11-01,4,November,Friday,427830.22,Mid-market,Sold,C1957,Individual,1962-09-24,63.0,Retirees,M,USA,California,Home,4.0,Yes,Website,Luxury Investors
Apartment,15,1113.85,Standard,2024-11-01,4,November,Friday,342414.51,Mid-market,Sold,C0123,Individual,1962-08-25,63.0,Retirees,F,USA,California,Home,4.0,Yes,Website,Global Investors
Apartment,15,565.48,Compact,2024-11-01,4,November,Friday,185323.76,Budget,Sold,C1185,Individual,2000-06-27,26.0,Young Professionals,M,USA,California,Home,3.0,No,Website,Global Investors
Apartment,15,1437.62,Spacious,2024-11-01,4,November,Friday,369075.29,Mid-market,Sold,C1885,Individual,1967-10-26,58.0,Peak Earners,M,Germany,Hamburg,Home,1.0,Yes,Agency,First Time Buyers
Apartment,15,653.54,Compact,2024-11-01,4,November,Friday,235328.67,Budget,Sold,C0326,Individual,1958-05-10,68.0,Retirees,M,USA,Oregon,Investment,4.0,Yes,Agency,Corporate Buyers
Apartment,15,522.71,Compact,2024-11-01,4,November,Friday,145287.94,Budget,Available,,,,,,,,,,,,,
Apartment,15,522.71,Compact,2024-11-01,4,November,Friday,180780.95,Budget,Sold,C1698,Individual,1950-12-05,75.0,Retirees,M,UK,Northern Ireland,Home,4.0,Yes,Website,First Time Buyers
Apartment,15,1692.61,Spacious,2024-11-01,4,November,Friday,461119.91,Premium,Sold,C1742,Company,1988-08-14,37.0,Peak Earners,F,USA,California,Home,5.0,No,Agency,Luxury Investors
Apartment,15,1692.61,Spacious,2024-11-01,4,November,Friday,522875.6,Premium,Sold,C1643,Individual,1978-01-09,48.0,Peak Earners,M,France,Ile-de-France,Home,4.0,No,Agency,First Time Buyers
Apartment,15,1692.61,Spacious,2024-11-01,4,November,Friday,490209.93,Premium,Available,,,,,,,,,,,,,
Office,15,562.64,Compact,2024-11-01,4,November,Friday,166805.88,Budget,Available,,,,,,,,,,,,,
Office,15,1317.29,Spacious,2024-11-01,4,November,Friday,468522.56,Premium,Sold,C1652,Individual,1964-01-15,62.0,Retirees,M,USA,Nevada,Investment,4.0,Yes,Client,Luxury Investors
Apartment,15,1279.23,Spacious,2024-11-01,4,November,Friday,356062.49,Mid-market,Sold,C0435,Individual,1966-01-25,60.0,Peak Earners,F,Australia,New South Wales,Home,5.0,Yes,Website,First Time Buyers
Apartment,15,1279.23,Spacious,2024-11-01,4,November,Friday,498655.74,Premium,Sold,C0811,Individual,1945-04-17,81.0,Retirees,M,UK,Wales,Home,3.0,No,Agency,First Time Buyers
Apartment,15,1279.23,Spacious,2024-11-01,4,November,Friday,381526.41,Mid-market,Available,,,,,,,,,,,,,
Office,15,1567.93,Spacious,2024-11-01,4,November,Friday,600656.79,Premium,Available,,,,,,,,,,,,,
Apartment,15,1523.22,Spacious,2024-11-01,4,November,Friday,463318.62,Premium,Sold,C1806,Individual,1967-04-13,59.0,Peak Earners,F,Australia,New South Wales,Investment,2.0,No,Agency,First Time Buyers
Apartment,15,745.49,Compact,2024-11-01,4,November,Friday,210487.89,Budget,Sold,C0816,Individual,1947-12-23,78.0,Retirees,F,Germany,Hamburg,Home,2.0,Yes,Website,First Time Buyers
Apartment,15,1655.05,Spacious,2024-11-01,4,November,Friday,364678.48,Mid-market,Sold,C0068,Individual,1966-02-26,60.0,Peak Earners,F,USA,Colorado,Home,5.0,Yes,Agency,Luxury Investors
Apartment,15,1841.5,Spacious,2024-11-01,4,November,Friday,627817.81,Premium,Sold,C0236,Individual,1972-08-10,53.0,Peak Earners,M,Canada,Manitoba,Home,3.0,No,Agency,First Time Buyers
Apartment,15,1495.13,Spacious,2024-11-01,4,November,Friday,471331.07,Premium,Sold,C1015,Individual,1977-09-01,48.0,Peak Earners,M,USA,California,Home,4.0,Yes,Website,Luxury Investors
Office,15,1033.2,Standard,2024-11-01,4,November,Friday,310009.56,Mid-market,Available,,,,,,,,,,,,,
Apartment,16,1388.75,Spacious,2024-11-01,4,November,Friday,364283.73,Mid-market,Available,,,,,,,,,,,,,
Office,16,1388.75,Spacious,2024-11-01,4,November,Friday,508371.29,Premium,Sold,C0087,Individual,1979-05-15,47.0,Peak Earners,F,USA,California,Home,4.0,No,Agency,Luxury Investors
Apartment,16,1561.55,Spacious,2024-11-01,4,November,Friday,395742.9,Mid-market,Sold,C1492,Individual,1984-12-18,41.0,Peak Earners,F,Germany,Bavaria,Home,2.0,No,Agency,First Time Buyers
Apartment,16,986.1800000000001,Standard,2024-11-01,4,November,Friday,315292.46,Mid-market,Sold,C1380,Individual,1949-10-15,76.0,Retirees,M,Canada,Alberta,Investment,4.0,No,Website,First Time Buyers
Apartment,16,1524.04,Spacious,2024-11-01,4,November,Friday,459850.51,Premium,Sold,C0777,Company,1982-05-15,44.0,Peak Earners,M,USA,Arizona,Home,1.0,No,Client,Luxury Investors
Apartment,16,1608.56,Spacious,2024-11-01,4,November,Friday,558250.19,Premium,Sold,C1286,Individual,1963-07-10,63.0,Retirees,M,USA,California,Home,5.0,No,Agency,Luxury Investors
Apartment,16,500.49,Compact,2024-11-01,4,November,Friday,157919.68,Budget,Available,,,,,,,,,,,,,
Apartment,16,853.37,Standard,2024-11-01,4,November,Friday,260928.85,Budget,Sold,C0905,Individual,1993-05-16,33.0,Peak Earners,F,USA,Virginia,Home,5.0,Yes,Website,Corporate Buyers
Apartment,16,1164.55,Standard,2024-11-01,4,November,Friday,369105.44,Mid-market,Sold,C0929,Individual,1954-05-23,72.0,Retirees,M,USA,Washington,Home,4.0,No,Website,Corporate Buyers
Apartment,16,489.49,Compact,2024-11-01,4,November,Friday,174809.5,Budget,Sold,C1730,Individual,1979-11-22,46.0,Peak Earners,M,Mexico,Puebla,Investment,5.0,Yes,Agency,First Time Buyers
Office,16,743.19,Compact,2024-11-01,4,November,Friday,252948.01,Budget,Sold,C1159,Individual,1940-03-24,86.0,Retirees,M,USA,Nevada,Investment,1.0,Yes,Website,Corporate Buyers
Apartment,16,431.83,Compact,2024-11-01,4,November,Friday,127936.41,Budget,Sold,C0899,Company,1988-06-26,38.0,Peak Earners,F,USA,Washington,Investment,2.0,No,Website,Corporate Buyers
Apartment,16,1001.72,Standard,2024-11-01,4,November,Friday,277637.08,Budget,Available,,,,,,,,,,,,,
Office,16,1001.72,Standard,2024-11-01,4,November,Friday,303985.03,Mid-market,Sold,C1215,Individual,1994-07-24,32.0,Peak Earners,M,USA,California,Home,3.0,No,Website,Global Investors
Apartment,16,1185.4,Standard,2024-11-01,4,November,Friday,438939.75,Mid-market,Sold,C0238,Individual,1982-01-08,44.0,Peak Earners,F,USA,Virginia,Home,4.0,Yes,Agency,Luxury Investors
Apartment,17,530.2800000000001,Compact,2024-11-01,4,November,Friday,153669.57,Budget,Available,,,,,,,,,,,,,
Apartment,17,1738.5,Spacious,2024-11-01,4,November,Friday,472362.72,Premium,Sold,C1440,Individual,1952-07-20,74.0,Retirees,F,USA,Colorado,Investment,2.0,No,Agency,Luxury Investors
Office,17,448.67,Compact,2024-11-01,4,November,Friday,149645.32,Budget,Sold,C0750,Individual,1976-06-08,50.0,Peak Earners,F,USA,Nevada,Investment,1.0,No,Agency,Corporate Buyers
Office,17,1739.03,Spacious,2024-11-01,4,November,Friday,505829.95,Premium,Sold,C0511,Individual,1954-07-20,72.0,Retirees,F,UK,England,Home,2.0,No,Website,First Time Buyers
Apartment,17,1739.03,Spacious,2024-11-01,4,November,Friday,486833.55,Premium,Sold,C0919,Individual,1975-08-17,50.0,Peak Earners,F,Canada,Quebec,Investment,5.0,No,Agency,First Time Buyers
Apartment,17,1059.07,Standard,2024-11-01,4,November,Friday,282046.7,Budget,Sold,C0815,Company,1965-11-06,60.0,Peak Earners,F,USA,Nevada,Home,4.0,Yes,Agency,Corporate Buyers
Apartment,17,1059.07,Standard,2024-11-01,4,November,Friday,363238.99,Mid-market,Sold,C1889,Individual,1987-07-10,39.0,Peak Earners,M,USA,California,Home,4.0,Yes,Website,Global Investors
Apartment,17,596.22,Compact,2024-11-01,4,November,Friday,186406.84,Budget,Sold,C1939,Individual,1979-06-09,47.0,Peak Earners,F,USA,Florida,Investment,1.0,Yes,Agency,Corporate Buyers
Apartment,17,916.9,Standard,2024-11-01,4,November,Friday,250569.4,Budget,Sold,C1248,Individual,1976-07-04,50.0,Peak Earners,F,USA,Arizona,Home,3.0,No,Agency,Corporate Buyers
Apartment,17,1365.73,Spacious,2024-11-01,4,November,Friday,441846.2,Premium,Available,,,,,,,,,,,,,
Apartment,17,1365.73,Spacious,2024-11-01,4,November,Friday,445150.57,Premium,Sold,C1810,Individual,1945-01-06,81.0,Retirees,F,USA,Texas,Home,3.0,No,Agency,Luxury Investors
Apartment,17,1693.0,Spacious,2024-11-01,4,November,Friday,447263.48,Premium,Sold,C0584,Individual,1982-11-03,43.0,Peak Earners,F,USA,California,Home,5.0,No,Website,Luxury Investors
